identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
4483,video,lukket,Videoproduksjon_Mastertape,Pigg av.,00:00:37,1991-10-28T23:00:00Z,"1"" C",Reklame for piggfrie vinterdekk for Statens vegvesen,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4484,video,lukket,Videoproduksjon_Mastertape,Bergensnettet.,,1992-12-31T23:00:00Z,Betacam,AV serie for salgsselskapet Bergensnettet,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4485,video,lukket,Videoproduksjon_Mastertape,Lerøy.,,1994-05-13T00:00:00Z,Betacam,AV program Lerøy Norsk versjon,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4507,video,lukket,Videoproduksjon_Mastertape,The North Sea,05:08:17,1994-05-13T00:00:00Z,BetacamSP,"Dokumentar ""Secret of the Seas"", The North Sea. uten lydmix.",,Arnt Øivind Siem,Univisjon,Wordview,Dub,,,,
4523,video,lukket,Videoproduksjon_Mastertape,Planting av narkotika.,00:00:30,1995-02-15T23:00:00Z,Betacam,"Spot for Tollvesenet/Statens infotjeneste: ""Planting"". Personer sitter i forhør etter at narkotika er plantet i bagasjen deres.",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4525,video,lukket,Videoproduksjon_Mastertape,Birger Kaada,00:55:00,1994-09-01T00:00:00Z,BetacamSP,Professor Birger Kaada interviewed by Holger Ursin,"Birger Kaada|,|Holger Ursin",Arnt Brandseth,UMS,,Dub,X Frode,,X Frode,
4533,video,lukket,Videoproduksjon_Mastertape,Sobye PP 210.,,,BetacamSP,Sobye PP 210.,,,Sobye,Sobye,Master,,,,
4544,video,lukket,Videoproduksjon_Mastertape,Reform -94: Lærebedriftens rolle.,,1994-10-31T23:00:00Z,BetacamSP,Reform '94 Program 4 Lærebedriftens rolle,,Arnt Brandseth,Univisjon,SEVU,Master,Nornet,Nornet,,
4560,video,lukket,Videoproduksjon_Mastertape,Direktør-Punker-Den lille runde-Korni-Osten-Sjørøver-Omelett-Kavli-Sara Lee-Lurifaks,,1994-10-14T23:00:00Z,BetacamSP,Samlekassett reklamespots: Direktøren - Punker - Den lille runde - Korni flatbrød - Osten Norge .... - Sjørøver - Omelett - Fjelltur med Kavli - Sara Lee - Lurifaks,,Nils Arne Sæbø,AG Visuell,,Dub,,,,
4577,video,lukket,Videoproduksjon_Mastertape,Reform -94: Yrkesretting,,1994-10-18T23:00:00Z,BetacamSP,"Reform 94: Reportasjer fra skoler: Bergen maririme skole, Gran vg.skole Hadeland, Meldal i Trøndelag",,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4581,video,lukket,Videoproduksjon_Mastertape,Reform -94: Prosjektarbeid,,1995-01-18T23:00:00Z,BetacamSP,Reportasje fra Lena videregående skole om vurdering av prosjektarbeid.,,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4581,video,lukket,Videoproduksjon_Mastertape,Reform -94: Yrkesretting,,1994-10-18T23:00:00Z,BetacamSP,"Reform-94: Reportasje fra Ål videregående skole, lærere svarer på spørsmål.",,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4581,video,lukket,Videoproduksjon_Mastertape,Reform -94: Prosjektarbeid,,1995-03-27T00:00:00Z,BetacamSP,Reportasje fra Strand videregående skole om mini-Stortinget,,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4581,video,lukket,Videoproduksjon_Mastertape,Er vi for mange,,1994-11-06T23:00:00Z,BetacamSP,Reportasjer til Nornetsendinger om befolkningsspør 1:Bangladesh 2:Mexico City,"Magnar Norderhaug|,|Ståle Dyrvik|,|Trine Lynggard",Nils Arne Sæbø,Univisjon,Nornet,Master,Nornet,Nornet,,
4587,video,lukket,Videoproduksjon_Mastertape,Baltic University Program,00:06:57,1996-10-30T23:00:00Z,BetacamSP,"El-cars in Oslo. Acid Rain in Norway. ""The Baltic University Program""",,Arnt Øivind Siem,Univisjon,,Dub,,,,
4610,video,lukket,Videoproduksjon_Mastertape,Er vi for mange?,00:10:00,1994-11-06T23:00:00Z,BetacamSP,"Nedredigert versjon av Nornetsending om befolkningsspørsmål, Norad Bangladesh","Jan Gustav Strandenes|,|Marit Bergrav|,|Chiku Ali",Nils Arne Sæbø,Univisjon,Nornet,Master,Nornet,Nornet,,
4615,video,lukket,Videoproduksjon_Mastertape,Reform -94: Prosjektarbeid,,1994-11-23T23:00:00Z,BetacamSP,5 innslag om fasene i prosjektarbeid,,May-Britt Skjelvik,Univisjon,SEVU,Master,"Nornet, X Frode",Nornet,X Frode,
4621,video,lukket,Videoproduksjon_Mastertape,Skolevalg om EU 94,,1994-11-19T23:00:00Z,BetacamSP,Reportasjer til Nornetsendingen om EU-valg i videregående skole,,Nils Arne Sæbø,Univisjon,Nornet,Master,Nornet,Nornet,,
4622,video,lukket,Videoproduksjon_Mastertape,CMR Flacs,00:18:00,1994-11-23T23:00:00Z,BetacamSP,"Markedsføring av CMR sitt dataprogram Flacs, som kan simulere gasseksplosjoner",,Nils Arne Sæbø,CMR,,Master,,,,
4644,video,lukket,Videoproduksjon_Mastertape,Reform -94: Prosjektarbeid,00:10:02,1995-02-15T23:00:00Z,BetacamSP,Reportasje fra Larvik videregående skole om intervju som arbeidsmetode,,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4658,video,lukket,Videoproduksjon_Mastertape,Showreel AGV,00:04:50,1997-10-15T00:00:00Z,BetacamSP,Showreel AG-Visuell: 1:Fotball BT 2:Tiøren-Buss 3:Stop Narkotika -jul 4:FotoKnudsen-Pisa 5:FotoKnudsen-Kanin 6:Kripos-Bamse 7:Røykefilm 8:FotoKnudsen-Hai 9:FotoKnudsen-Gris. 9 x 30 sek.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4659,video,lukket,Videoproduksjon_Mastertape,Presentasjon av UiB.,00:03:00,1995-02-14T23:00:00Z,BetacamSP,Presentasjon av UiB for elever ved videregående skole. N.B! Dette er kortversjonen.,,Arnt Brandseth,Univisjon,,Master,X Frode,,X Frode,
4660,video,lukket,Videoproduksjon_Mastertape,Presentasjon av UiB,00:07:00,1995-02-15T23:00:00Z,BetacamSP,En presentasjon av UiB for universitetesansatte i andre land. Programmet vektlegger forskning innen fisk og olje.,,Arnt Brandseth,Univisjon,UiB,Master,X Frode,,X Frode,
4661,video,lukket,Videoproduksjon_Mastertape,Vitalrevyen 1994,,1994-12-31T23:00:00Z,BetacamSP,Vitalrevyen 1994,,Nils Arne Sæbø,Vital,,Master,,,,
4665,video,lukket,Videoproduksjon_Mastertape,Bergen i slentrende perspektiv.,00:13:00,,Betacam,AV-serie om Bergen av Kjartan Rødland,Kjartan Rødland,Nils Arne Sæbø,AG Visuell,,Master,,,,
4666,video,lukket,Videoproduksjon_Mastertape,AV-serie Hallvard Lerøy A/S,00:13:00,1994-10-13T23:00:00Z,Betacam,AV.serie for Hallvard Lerøy - engelsk,,Nils Arne Sæbø,AG Visuell,,Master,,,,
4667,video,lukket,Videoproduksjon_Mastertape,AV-serie Hallvard Lerøy A/S,00:13:00,1994-10-13T23:00:00Z,Betacam,AV.serie for Hallvard Lerøy - norsk - fransk,,Nils Arne Sæbø,AG Visuell,,Master,,,,
4668,video,lukket,Videoproduksjon_Mastertape,Kavli: Denlille runde - Direktøren - Pønker'n.,,1994-11-29T23:00:00Z,BetacamSP,Tre reklamespots for Kavli - Korni - Ost: Den lille rund. Direktøren. Pønker'n.,,Nils Arne Sæbø,AG Visuell,,Master,,,,
4669,video,lukket,Videoproduksjon_Mastertape,Korni flatbrød.,00:00:30,1994-05-15T00:00:00Z,BetacamSP,Reklame Korni flatbrød. Bestefar og gutt på fjellet.,,Nils Arne Sæbø,AG Visuell,,Master,,,,
4670,video,lukket,Videoproduksjon_Mastertape,Tollvesenets tipstelefon.,00:00:45,1994-08-15T00:00:00Z,BetacamSP,Reklame for Tollvesenets tipstelfon. Ein orm som skal sette ei sprøyte - tar telefonen i staden.,,Nils Arne Sæbø,AG Visuell,,Master,,,,
4690,video,lukket,Videoproduksjon_Mastertape,Å være student er.......kaffe,00:06:00,1995-02-14T23:00:00Z,BetacamSP,"Vi følger en persons fase som student ved Universitetet i Bergen. Intervju med rektor Ole Didrik Lærum, 1.konsulent Ivar Nordmo og student Endre Berge","Ole Didrik Lærum|,|Endre Berge|,|Ivar Nordmo",Arnt Brandseth,Univisjon,,Master,X Frode,,X Frode,
4695,video,lukket,Videoproduksjon_Mastertape,Ex.phil.,00:03:00,1995-02-14T23:00:00Z,BetacamSP,Intervju med filosof Sidsel Aamodt. Hun orienterer om eksamen philosophicum. Innslaget er krydret med en student-enquete.,Sidsel Aamodt,Arnt Brandseth,Univisjon,,Master,,,,
4702,video,lukket,Videoproduksjon_Mastertape,Reform-94: Prosjektarbeid,00:04:05,1995-03-27T00:00:00Z,BetacamSP,Reportaje fra U. Pihl skole om kantinedrift.,"Øyvind Norhagen|,|Eva Budal",May-Britt Skjelvik,Univisjon,SEVU,Master,"Nornet, X Frode",Nornet,X Frode,
4702,video,lukket,Videoproduksjon_Mastertape,Reform-94: Prosjektarbeid,00:06:29,1994-03-26T23:00:00Z,BetacamSP,Reportaje fra Randaberg videregående skole om elevbedrift.,,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
4715,video,lukket,Videoproduksjon_Mastertape,Vann og fuktsikring av tunneller.,00:07:50,1995-02-15T23:00:00Z,BetacamSP,Video for W. Giertsen om tunnellduk til fuktsikring. Engelsk versjon.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4716,video,lukket,Videoproduksjon_Mastertape,Gift info.,00:00:30,1995-02-15T23:00:00Z,BetacamSP,Spot for Giftinformasjonskanalen. Barn som bruker pilleglass som rangle. Statens Informasjonstjeneste.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4728,video,lukket,Videoproduksjon_Mastertape,Grieg. Engelsk versjon,00:16:20,1993-05-25T00:00:00Z,BetacamSP,"Video til Grieg jubileet. Musikk med bilder, Trollhougen, Hardanger, Bergen, Hordaland. Engelsk versjon.","Leif Ove Andsnes|,|Marianne Juvik Sæbø",Nils Arne Sæbø,"AG Visuell|,|Univisjon",Univisjon,Dub,,,,
4761,video,lukket,Videoproduksjon_Mastertape,Kavli østEuropa,,1995-04-15T00:00:00Z,BetacamSP,"Reklamespot Kavli Smelteost, Engelsk Russisk Polsk Ungarsk Tsjekkisk",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4794,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas,00:11:40,1995-05-01T00:00:00Z,BetacamSP,"Visningsvideo til TV-messen Nordic Screening, mai 1995 av dokumentarserien ""The Challenge of the Seas""",,Arnt Øivind Siem,Univisjon,Univisjon,Dub,,,,
4823,video,lukket,Videoproduksjon_Mastertape,Orthodontics in Bergen,00:12:00,1996-05-01T00:00:00Z,BetacamSP,Film om 3 årig spesialistutdanning i kjeveortopedei ved UiB.,,Nils Arne Sæbø,Univisjon,Odont. Inst. ,Master,,,,
4839,video,lukket,Videoproduksjon_Mastertape,Challenge of the Seas 1,00:55:00,1995-10-31T23:00:00Z,BetacamSP,Challenge of the Seas 1,,Arnt Øivind Siem,"Sebra Film|,|Univisjon",,Master,,,,
4852,video,lukket,Videoproduksjon_Mastertape,"OSCAR, En video om å lære.",00:20:00,1995-08-01T00:00:00Z,BetacamSP,Studieveiledning til Psykologi grunnfag,,Arnt Brandseth,"NKI|,|Univisjon",NKI,Master,,,,
4854,video,lukket,Videoproduksjon_Mastertape,Internett: Bruke for å lære.,,1996-04-01T00:00:00Z,BetacamSP,Reportasjer til Telenors skolesatsing i Satelittsending,,Arnt Brandseth,Univisjon,Telenor,Master,Nornet,Nornet,,
4885?,video,lukket,Videoproduksjon_Mastertape,Challenge of the Seas 3,00:55:00,1995-10-31T23:00:00Z,BetacamSP,Challenge of the Seas 3,,Arnt Øivind Siem,"Sebra Film|,|Univisjon",,Master,,,,
4890,video,lukket,Videoproduksjon_Mastertape,Globus,00:00:30,1996-01-20T23:00:00Z,BetacamSP,"Reklame for UD sin grønne linje, Mann sjekke Globuser, kopi fra DigiBeta",,Nils Arne Sæbø,AG Visuell,Statens info. tjenes,Dub,,,,
4897,video,lukket,Videoproduksjon_Mastertape,Challenge of the Seas,00:00:45,,BetacamSP,"Vignett til TV-serien ""The Challenge of the Seas""",,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
4902,video,lukket,Videoproduksjon_Mastertape,Støping,,,S-VHS,"Bergen Fagskole: ""Støping""",,,Bergen Fagskole,Bergen Fagskole,Master,,,,
4903,video,lukket,Videoproduksjon_Mastertape,Å stryke 3. avdeling jus,,,S-VHS,Å stryke 3. avdeling jus. 3 jusstudenter blir intervjuet,,,UiB,Juridisk fakultet,Master,,,,
4904,video,lukket,Videoproduksjon_Mastertape,På tur med Kavli.,00:00:33,1995-01-22T23:00:00Z,BetacamSP,"Reklame Kavli tubepålegg. Familie på fjelltur, unger leker i snø m.tuber, hopprenn",,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4905,video,lukket,Videoproduksjon_Mastertape,Kavli den friske smaken.,00:00:30,1994-10-17T23:00:00Z,BetacamSP,Reklame for Kavli kaviar. Tube kjem opp av havet.,,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4906,video,lukket,Videoproduksjon_Mastertape,Challenge of the Seas 2,00:55:00,1995-10-31T23:00:00Z,BetacamSP,Challenge of the Seas 2,,Arnt Øivind Siem,"Sebra Film|,|Univisjon",,Master,,,,
4907,video,lukket,Videoproduksjon_Mastertape,Søndags BT,00:00:34,1996-09-19T00:00:00Z,BetacamSP,Reklamespot for oppstart av Søndags BT.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4908,video,lukket,Videoproduksjon_Mastertape,"Kripos ""Bamse""",00:00:45,1996-06-28T00:00:00Z,BetacamSP,2 stk reklamefilmer for Kripos mot incest og overgrep mot barn.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Dub,,,,
4909,video,lukket,Videoproduksjon_Mastertape,OPAL reklame. ESSO. Opal shot. Kavli Pream. Lagunen. Solberg dekk. Kavli Omelett.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4909,video,lukket,Videoproduksjon_Mastertape,OPAL reklame. Is lages. Handlevogn. Bleier. Profil. Tvillinger. Rund kjøkkenbordet.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4909,video,lukket,Videoproduksjon_Mastertape,OPAL. Kavli Lurifaks. Bolett. Kavli Tube som hopper.,,,BetacamSP,Diverse reklamfilmer for AGV 1991-1994. OPAL reklame,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
4910,video,lukket,Videoproduksjon_Mastertape,Secret of the Seas.,00:33:20,,BetacamSP,"Engelsk langversjon av Secret of the Sea, ukjent dårlig kommentastemme.",,Arnt Øivind Siem,Sebra Film,,Dub,,,,
4911,video,lukket,Videoproduksjon_Mastertape,Fjernord,02:43:37,1996-12-11T23:00:00Z,"1"" C","Fjernord kopimaster. 4 Sjangeren i dramatikk. 5 Den norrøne litteraturen. 6 Oppbyggelse, oppdragelse, fornøyelse 1536-1800. 7 Eldre språkhistorie. 8 Norrøn tekstlesing.","Leif Longum|,|Asbjørn Aarseth|,|Bjarne Fidjestøl|,|Ole-Jørgen Johannessen|,|Odd Einar Haugen","Xavier Bonète|,|May-Britt Skjelvik",Univisjon,,Dub,Ligger hos SEVU,Ligger hos SEVU,,
4960,video,lukket,Videoproduksjon_Mastertape,WG-tunnellduk,00:06:00,1995-09-20T00:00:00Z,BetacamSP,W. Giertsens tunnelduk montert i Starviksgartunnellen i Nordland,,Nils Arne Sæbø,AG Visuell,Kavli,Master,fra Hi-8,fra Hi-8,,
4961,video,lukket,Videoproduksjon_Mastertape,Santa Moria,00:30:00,1995-09-20T00:00:00Z,BetacamSP,"Reklamespot for Santa Moria kakepynt som Kvli selger i Norge, to versjoner  TC 02:00:00 høy musikk TC 04:00:00 lav musikk",,Nils Arne Sæbø,AG Visuell,Kavli,Master,,,,
4975,video,lukket,Videoproduksjon_Mastertape,Reform 94,00:03:00,1995-08-01T00:00:00Z,BetacamSP,Reportasje om to lærere som uttaler seg om Reform-94,,Arnt Brandseth,Univisjon,SEVU,Master,,,,
5011,video,lukket,Videoproduksjon_Mastertape,Individet,,1995-10-31T23:00:00Z,BetacamSP,Mellommaster til billedlegging av Forføreren- av Jan Kjærstad. Redigert innhold til Tv-skjerm se tape 5058,"Stein Unger Hitland|,|Nils Arne Sæbø",May-Britt Skjelvik,Univisjon,KULT,Master,,,,
5019,video,lukket,Videoproduksjon_Mastertape,Hjerne og adferd,,1996-04-01T00:00:00Z,,Forelesning av Kenneth Hugdahl,Kenneth Hugdahl,Arnt Brandseth,,NKI,Dub,,,,
5019,video,lukket,Videoproduksjon_Mastertape,Psykologi grunnfag,00:01:20,1995-08-01T00:00:00Z,BetacamSP,Små videoinnslag som er tatt fra videoplate,,Arnt Brandseth,Univisjon,NKI,Master,,,,
5024,video,lukket,Videoproduksjon_Mastertape,Etikk i offentlig forvaltning.,00:59:53,1995-08-01T00:00:00Z,BetacamSP,Tre forelesninger om etikk,Eilert Jahn Lohne,Arnt Brandseth,Bergen Kommune,Bergen Kommune,Dub,,,,
5030,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 1,00:50:50,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 1 Engelsk versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5031,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 2 Press på jordas kystsoner.,00:52:10,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 2 Press på jordas kystsoner. Engelsk versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5032,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 3,00:50:25,,BetacamSP,Dokumentarserie The Challenge of the Seas. Kampen om havets matfat. Episode 3 . Engelsk versjon med supertekst,"Ulf Lie|,|Brian Tobi|,|Serge Garcia|,|Thor Heyerdahl|,|Sir Martin Holdgate",Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5040,video,lukket,Videoproduksjon_Mastertape,Målstyrende læreplaner og vurdering.,01:00:05,1996-01-04T23:00:00Z,BetacamSP,Intervju og forelesning med G. Matthiesen om målstyrende læreplaner + vurdering,"Signe-Bente Elgan|,|Georg Mathiessen",Brian Holmedal,"SEVU|,|UMS",SEVU,Master,,,,
5042,video,lukket,Videoproduksjon_Mastertape,"Skape se et jeg: Individet: ""Jeg, nøtt, løk eller lappeteppe?""",00:38:00,1996-08-15T00:00:00Z,BetacamSP,"Et program (fjernsynsessay) om individet  og hvordan vi ser på oss selv. Er individet helt eller delt? Med utgangspunkt i forskningsprosjektet ""Individet i den Europeiske kulturtradisjon"".","Benedicte Rav Bertelsen|,|Siri Meyer|,|Tord Larsen|,|Jan Kjærstad|,|Marianne Gullestad|,|Tore H.K.Hansen|,|Simone Thiis Linchausen|,|Christian Udnæs|,|Jon Bjarne Samuelsen|,|Fridtjof Såheim|,|Jon Geir Høyersten|,|Sverre Bagge|,|Emma Bonète|,|Steinar Lem|,|NATALY|,|Stig Hoff",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,NRK,,
5050,video,lukket,Videoproduksjon_Mastertape,Reform 94,00:15:00,1995-10-31T23:00:00Z,BetacamSP,10 korte reportasjer fra Drømtorp vg. skole,,Arnt Brandseth,Univisjon,SEVU,Master,,,,
5056,video,lukket,Videoproduksjon_Mastertape,Reform-94,00:15:00,1996-01-30T23:00:00Z,BetacamSP,"3 innslag om elevurdering fra Otta vgs, 1:Om elever som vurderer seg selv og hverandre 7 min. 2: Om dagboka 1,5 min. 3; Om elevsamtaler 7 min. mangler supringer",Ella Guldvik,May-Britt Skjelvik,,SEVU,Master,,,,
5066,video,lukket,Videoproduksjon_Mastertape,Humanities,00:15:00,1995-11-14T23:00:00Z,BetacamSP,Humanities sending fra UMS med Apollon og Umberto Eco.,"Daniel Apollon|,|Umberto Eco",,Univisjon,,Master,,,,
5089,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 1,00:50:50,,BetacamSP,The Challenge of the Seas. 1 Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5090,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 2,00:52:10,,BetacamSP,The Challenge of the Seas. 2 Press på kystsonene.  Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5091,video,lukket,Videoproduksjon_Mastertape,The Challenge of the Seas. 3,00:50:25,,BetacamSP,The Challenge of the Seas. 3  Internasjonal versjon med supertekst,,Arnt Øivind Siem,Univisjon,Wordview,Master,,,,
5112,video,lukket,Videoproduksjon_Mastertape,Reform 94   Målstyring.,00:06:37,1995-12-11T23:00:00Z,BetacamSP,5 korte innslag fra Ørland vgs. VKII elektrofag: 1: Anslag til sendingen. 2: Elever i aktivitet/intervju. 3: Lærerinne om kaos. 4: Rektor om resultater. 5: Lærer som jobber tradisjonelt.,"Eli Svinsland|,|rektor Geir Ulset|,|Øystein Sundet",May-Britt Skjelvik,Univisjon,SEVU,Master,,,,
5122,video,lukket,Videoproduksjon_Mastertape,Internett i undervisningen,,1995-12-31T23:00:00Z,BetacamSP,"Første versjon av master til ""Internett i Undervisningen""",,Arnt Brandseth,Univisjon,Telenor,Master,,,,
5126,video,lukket,Videoproduksjon_Mastertape,Innstallasjon av Mime,,1995-12-31T23:00:00Z,BetacamSP,Innstallasjon av Mime,,Arnt Brandseth,,Telenor,Dub,,,,
5135,video,lukket,Videoproduksjon_Mastertape,En smakebit fra Univisjon/UMS,,1995-09-30T23:00:00Z,BetacamSP,"Demovideo for Univisjon og UMS (showreel), produsert til møte med Bergen Media By. En smakebit.",,Nils Arne Sæbø,Univisjon,,Master,,,,
5136,video,lukket,Videoproduksjon_Mastertape,"Ny student, Hva nå?",,1996-02-14T23:00:00Z,BetacamSP,"Alle VB-innslag til ""Ny student, Hva nå?""",,Arnt Brandseth,,UiB,Master,"Nornet, X Frode",Nornet,X Frode,
5144,video,lukket,Videoproduksjon_Mastertape,"Ny student, Hva nå?",,1996-01-31T23:00:00Z,BetacamSP,"Intervju med forskjellige psykologer og sosiologer om utdanning og yrkesvalg. Intervju med Lars Aarhus, SYSLAB",Lars Aarhus,Arnt Brandseth,,UiB,Master,Nornet,Nornet,,
5153,video,lukket,Videoproduksjon_Mastertape,"Reform -94, skolevurdering",,1996-03-18T23:00:00Z,BetacamSP,"3 reportasjer om skolevurdering fra Otta VGS. Statesment fra rektor Ole-P. Hansen om skolevurdering, enquete med elever, reportasje fra elevrådet som gjennomgår elevundersøkelse om nytten av elevsamtaler",Ole-Petter Hansen,May-Britt Skjelvik,Univisjon,SEVU,Master,Nornet,Nornet,,
5170,video,lukket,Videoproduksjon_Mastertape,"Ny student, Hva nå?",00:45:00,,BetacamSP,Ny Student - Hva nå? Opptak av sending 15.2.1996,,Arnt Brandseth,,UiB,Master,Nornet,Nornet,,
5174,video,lukket,Videoproduksjon_Mastertape,Video-illustrasjoner,00:01:16,1996-04-01T00:00:00Z,BetacamSP,Video-illustrasjoner tatt fra videopater. Mellomstikk av Frode Thuen,Frode Thuen,Arnt Brandseth,,NKI,Dub,,,,
5186,video,lukket,Videoproduksjon_Mastertape,"Skape se et jeg: Individet: ""Med kunstneren som forbilde""",00:38:37,1996-08-15T00:00:00Z,BetacamSP,"Et program (fjernsynsessay) om kunstneren blir sett på som det mest selvrealiserte individet i vår kultur, og som et forbilde for vanlige mennesker. Men har det moderne mennesket en eneste jeg-mulighet? ""Individet i den Europeiske kulturtradisjon"".","Ketil Bjørnstad|,|Arne Eggen|,|Siri Meyer|,|Jon Bjarne Samuelsen|,|Rolf Stenersen|,|Kari Bremnes|,|Ole Jørgen Ness|,|Edvard Munch",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,NRK,,
5190,video,lukket,Videoproduksjon_Mastertape,"Skape se et jeg: Individet: ""Frihet og likhet i et baklengs perspektiv"".",00:39:42,1996-08-15T00:00:00Z,BetacamSP,"Et fjernsynsessay om individet i dag og i middelalderen, med fokus på begrepene frihet og likhet. Basert på forskningsprosjektet ""Individet i den europeiske kulturtradisjon""","Marianne Gullestad|,|Simone Thiis Linchausen|,|Jan Vidar Sigurdson|,|Sverre Bagge|,|Erik Elstad|,|Inger-Lise Lien|,|Zahid Safdar|,| Thallat Safdar|,|Jon Geir Høyersten|,|Turid Breistein|,|Serina Aslaksen|,|Sindre Aslaksen|,|Marte Nysæther|,|Emma Bonète|,|Anne Hermansen|,|Stein Hitland|,|Jostein",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,NRK,,
5193,video,lukket,Videoproduksjon_Mastertape,Foto-Knudsen reklame,00:00:30,1996-04-01T00:00:00Z,BetacamSP,3 reklamespots for Fotoknudsen: 1 Snøras. 2 Kamin. 3 Hai.,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
